translation_mean,translation_std,translation_outliers,rotation_e1x_mean,rotation_e2y_mean,rotation_e3z_mean,rotation_misaligned,rotation_invalid,scale_aabb_mean,scale_aabb_std,scale_maxdist_mean,scale_outliers,flip_x_positive_pct,flip_y_positive_pct,flip_z_positive_pct,vertices_mean,vertices_std,faces_mean,faces_std
5.927246976783318e-05,0.0015883204965045615,0,0.9998793487343577,0.999332347298801,0.9994529845124192,3,0,1.0000000002490528,2.3197534915697836e-08,0.6305287749607613,0,99.83890455094644,99.83890455094644,99.83890455094644,8347.086186065244,1646.2387021635352,15631.755940394683,2710.1867850810845
