translation_mean,translation_std,translation_outliers,rotation_e1x_mean,rotation_e2y_mean,rotation_e3z_mean,rotation_misaligned,rotation_invalid,scale_aabb_mean,scale_aabb_std,scale_maxdist_mean,scale_outliers,flip_x_positive_pct,flip_y_positive_pct,flip_z_positive_pct,vertices_mean,vertices_std,faces_mean,faces_std
7.702076160222869e-05,0.0018618662307148697,0,0.5340917784786098,0.488376997126673,0.6216419776666183,1714,0,0.9999968213131603,0.00010619913666816839,0.6400557450500797,0,52.39629480467177,51.3491743858236,51.792186870720904,8347.165928312525,1646.191279655456,15631.755940394683,2710.1867850810845
