translation_mean,translation_std,translation_outliers,rotation_e1x_mean,rotation_e2y_mean,rotation_e3z_mean,rotation_misaligned,rotation_invalid,scale_aabb_mean,scale_aabb_std,scale_maxdist_mean,scale_outliers,flip_x_positive_pct,flip_y_positive_pct,flip_z_positive_pct,vertices_mean,vertices_std,faces_mean,faces_std
0.5681672771374371,0.5627808772536269,105,0.5229343918998441,0.4812660279284102,0.6189637636000154,1704,0,1.2431575843115892,0.49851438498777917,1.2506568316323767,116,81.79621425694724,82.8433346757954,81.99758356826419,5025.5453080950465,8150.959765878799,10691.52597664116,16187.973461611178
